Geography,Geography Code,Rural Urban,Tenure: All categories: Tenure; measures: Value,Tenure: Owned: Total; measures: Value,Tenure: Owned: Owned outright; measures: Value,Tenure: Owned: Owned with a mortgage or loan; measures: Value,Tenure: Shared ownership (part owned and part rented); measures: Value,OOS,Tenure: Social rented: Total; measures: Value,Tenure: Social rented: Rented from council (Local Authority); measures: Value,Tenure: Social rented: Other social rented; measures: Value,SRS,Tenure: Private rented: Total; measures: Value,Tenure: Private rented: Private landlord or letting agency; measures: Value,Tenure: Private rented: Employer of a household member; measures: Value,Tenure: Private rented: Relative or friend of household member; measures: Value,Tenure: Private rented: Other; measures: Value,PRS
PO35,PO35,Total,1703,1379,1006,373,4,2758,97,4,93,194,189,162,3,20,4,378
PO36,PO36,Total,7463,5282,3051,2231,89,10564,810,60,750,1620,1197,1064,6,121,6,2394
PO37,PO37,Total,4080,2776,1735,1041,10,5552,371,32,339,742,876,806,2,63,5,1752
PO38,PO38,Total,5757,4128,2631,1497,16,8256,675,47,628,1350,858,779,12,58,9,1716
PO39,PO39,Total,1173,881,594,287,2,1762,74,5,69,148,201,176,1,20,4,402
PO4,PO4,Total,18191,10680,4877,5803,130,21360,1280,444,836,2560,5919,5412,104,310,93,11838
PO40,PO40,Total,2593,1886,1336,550,15,3772,343,24,319,686,309,279,1,25,4,618
PO41,PO41,Total,971,769,535,234,3,1538,68,3,65,136,125,113,1,9,2,250
PO5,PO5,Total,13254,4457,2112,2345,151,8914,3160,2012,1148,6320,5285,4983,40,203,59,10570
PO6,PO6,Total,16312,10964,5277,5687,84,21928,3214,2433,781,6428,1871,1494,182,119,76,3742
PO7,PO7,Total,16911,12630,5962,6668,79,25260,2436,779,1657,4872,1592,1424,17,130,21,3184
PO8,PO8,Total,13892,11062,5471,5591,77,22124,1687,820,867,3374,945,852,6,80,7,1890
PO9,PO9,Total,20072,12026,5746,6280,139,24052,5752,3828,1924,11504,1923,1684,15,202,22,3846
PR1,PR1,Total,29036,15794,7711,8083,189,31588,6097,1010,5087,12194,6530,6095,35,324,76,13060
PR2,PR2,Total,33449,22672,10331,12341,272,45344,5816,1295,4521,11632,4267,3853,52,293,69,8534
PR25,PR25,Total,13095,9664,4448,5216,41,19328,2049,183,1866,4098,1239,1103,6,113,17,2478
PR26,PR26,Total,5575,4332,1868,2464,33,8664,759,62,697,1518,406,364,5,34,3,812
PR3,PR3,Total,15732,12774,7548,5226,107,25548,851,127,724,1702,1773,1547,28,169,29,3546
PR4,PR4,Total,23934,19678,10181,9497,114,39356,1531,434,1097,3062,2320,1915,109,199,97,4640
PR5,PR5,Total,17511,13434,6173,7261,62,26868,2108,123,1985,4216,1769,1567,18,164,20,3538
PR6,PR6,Total,14809,11446,5400,6046,95,22892,1687,432,1255,3374,1430,1250,7,144,29,2860
PR7,PR7,Total,23723,17639,8058,9581,165,35278,2886,850,2036,5772,2811,2535,19,223,34,5622
PR8,PR8,Total,23021,17317,9150,8167,157,34634,1492,241,1251,2984,3813,3495,31,262,25,7626
PR9,PR9,Total,19572,13803,7634,6169,153,27606,1447,242,1205,2894,3947,3655,24,240,28,7894
RG1,RG1,Total,18103,6880,2506,4374,406,13760,2531,1143,1388,5062,8121,7815,31,209,66,16242
RG10,RG10,Total,7430,5794,2825,2969,34,11588,632,400,232,1264,870,794,24,39,13,1740
RG12,RG12,Total,21801,13355,4193,9162,277,26710,5264,1829,3435,10528,2717,2456,32,202,27,5434
RG14,RG14,Total,16375,10183,4692,5491,243,20366,2978,232,2746,5956,2797,2579,47,131,40,5594
RG17,RG17,Total,6570,4218,2057,2161,38,8436,1060,71,989,2120,1051,927,54,55,15,2102
RG18,RG18,Total,6967,4919,2035,2884,79,9838,969,68,901,1938,894,717,83,41,53,1788
RG19,RG19,Total,7122,5145,1875,3270,164,10290,904,64,840,1808,843,763,14,57,9,1686
RG2,RG2,Total,14188,7057,2522,4535,420,14114,3790,2660,1130,7580,2725,2325,149,113,138,5450
RG20,RG20,Total,7437,5083,2496,2587,52,10166,1131,69,1062,2262,912,796,67,32,17,1824
RG21,RG21,Total,11712,6528,2757,3771,307,13056,2574,86,2488,5148,2189,2052,18,105,14,4378
RG22,RG22,Total,16907,11385,4079,7306,114,22770,3810,150,3660,7620,1485,1364,7,106,8,2970
RG23,RG23,Total,5019,3780,1902,1878,26,7560,793,32,761,1586,367,326,10,26,5,734
RG24,RG24,Total,12855,8584,2928,5656,272,17168,2283,121,2162,4566,1632,1519,20,84,9,3264
RG25,RG25,Total,3668,2489,1325,1164,64,4978,494,22,472,988,485,427,31,22,5,970
RG26,RG26,Total,9100,7129,3164,3965,72,14258,956,40,916,1912,838,752,16,56,14,1676
RG27,RG27,Total,8420,6310,2829,3481,118,12620,923,71,852,1846,953,852,34,50,17,1906
RG28,RG28,Total,2467,1656,765,891,22,3312,398,19,379,796,326,277,20,26,3,652
RG29,RG29,Total,2459,1458,805,653,10,2916,313,28,285,626,597,240,208,14,135,1194
RG30,RG30,Total,18136,10573,4208,6365,254,21146,3351,2335,1016,6702,3780,3441,110,173,56,7560
RG31,RG31,Total,10866,9163,4069,5094,46,18326,700,61,639,1400,896,792,12,73,19,1792
RG4,RG4,Total,15824,12179,5871,6308,188,24358,1330,552,778,2660,1968,1800,31,110,27,3936
RG40,RG40,Total,10767,8367,3982,4385,56,16734,1116,907,209,2232,1119,1007,35,61,16,2238
RG41,RG41,Total,10853,8904,3825,5079,153,17808,678,321,357,1356,1043,948,24,63,8,2086
RG42,RG42,Total,10640,7654,2807,4847,160,15308,1429,455,974,2858,1298,1150,35,89,24,2596
RG45,RG45,Total,5469,4420,2192,2228,44,8840,255,92,163,510,622,480,93,27,22,1244
RG5,RG5,Total,9974,8266,3788,4478,44,16532,693,507,186,1386,902,827,4,64,7,1804
RG6,RG6,Total,13651,10759,4510,6249,115,21518,422,122,300,844,2262,2114,22,105,21,4524
RG7,RG7,Total,12634,8865,4131,4734,254,17730,1621,252,1369,3242,1599,1383,101,71,44,3198
RG8,RG8,Total,7486,5848,3152,2696,34,11696,605,53,552,1210,809,695,55,43,16,1618
RG9,RG9,Total,9594,6769,3908,2861,57,13538,966,144,822,1932,1544,1394,61,58,31,3088
RH1,RH1,Total,18941,12439,5049,7390,327,24878,2895,840,2055,5790,3131,2920,39,140,32,6262
RH10,RH10,Total,26514,18009,7599,10410,337,36018,3985,2983,1002,7970,3871,3599,46,187,39,7742
RH11,RH11,Total,21817,11675,4023,7652,291,23350,6549,4985,1564,13098,3008,2780,34,162,32,6016
RH12,RH12,Total,18401,13478,6425,7053,130,26956,2231,227,2004,4462,2342,2116,63,136,27,4684
RH13,RH13,Total,15242,11298,5140,6158,124,22596,1721,143,1578,3442,1836,1624,80,105,27,3672
RH14,RH14,Total,5839,4449,2240,2209,41,8898,701,73,628,1402,534,467,19,39,9,1068
RH15,RH15,Total,12662,9815,4320,5495,151,19630,1276,84,1192,2552,1331,1222,17,83,9,2662
RH16,RH16,Total,14368,10006,4780,5226,185,20012,1734,67,1667,3468,2296,2162,22,101,11,4592
RH17,RH17,Total,7485,5465,2874,2591,45,10930,843,94,749,1686,909,788,56,39,26,1818
RH18,RH18,Total,1848,1309,695,614,6,2618,157,119,38,314,311,287,13,10,1,622
RH19,RH19,Total,13759,10300,4853,5447,113,20600,1328,112,1216,2656,1826,1677,28,100,21,3652
RH2,RH2,Total,10548,7670,3693,3977,53,15340,1323,270,1053,2646,1370,1261,22,69,18,2740
RH20,RH20,Total,10824,8330,4736,3594,50,16660,1216,170,1046,2432,1037,897,41,67,32,2074
RH3,RH3,Total,1800,1397,749,648,4,2794,168,21,147,336,199,177,12,6,4,398
RH4,RH4,Total,6743,4427,2231,2196,53,8854,1154,118,1036,2308,1037,941,16,67,13,2074
RH5,RH5,Total,6641,4752,2372,2380,101,9504,800,112,688,1600,812,720,28,45,19,1624
RH6,RH6,Total,12033,8759,3964,4795,131,17518,1239,285,954,2478,1786,1665,14,88,19,3572
RH7,RH7,Total,3615,2638,1294,1344,21,5276,464,389,75,928,417,299,59,41,18,834
RH8,RH8,Total,6118,4625,2414,2211,23,9250,779,579,200,1558,620,563,22,32,3,1240
RH9,RH9,Total,2185,1562,721,841,12,3124,346,280,66,692,236,202,15,12,7,472
RM1,RM1,Total,8465,5838,2793,3045,159,11676,845,441,404,1690,1556,1483,3,64,6,3112
RM10,RM10,Total,14708,6834,2615,4219,189,13668,5095,4269,826,10190,2453,2319,12,91,31,4906
RM11,RM11,Total,12530,10676,5302,5374,40,21352,568,304,264,1136,1166,1095,12,56,3,2332
RM12,RM12,Total,14032,11131,5596,5535,49,22262,1451,1026,425,2902,1284,1177,4,95,8,2568
RM13,RM13,Total,11687,8517,4203,4314,60,17034,1800,1110,690,3600,1237,1134,6,82,15,2474
RM14,RM14,Total,10895,9635,5380,4255,21,19270,369,343,26,738,782,703,14,56,9,1564
RM15,RM15,Total,11143,6795,2484,4311,32,13590,3266,3033,233,6532,946,864,3,69,10,1892
RM16,RM16,Total,15699,11348,4054,7294,35,22696,2499,2324,175,4998,1700,1599,10,80,11,3400
RM17,RM17,Total,11090,6726,2496,4230,75,13452,1655,1341,314,3310,2563,2436,9,105,13,5126
RM18,RM18,Total,6307,3258,1096,2162,39,6516,1965,1728,237,3930,989,921,7,53,8,1978
RM19,RM19,Total,2802,1375,218,1157,92,2750,468,379,89,936,851,811,2,32,6,1702
RM2,RM2,Total,5608,4291,1989,2302,48,8582,441,301,140,882,789,740,3,42,4,1578
RM20,RM20,Total,1873,1076,301,775,8,2152,313,241,72,626,458,439,2,16,1,916
RM3,RM3,Total,16889,9773,4152,5621,85,19546,5375,4717,658,10750,1496,1369,9,97,21,2992
RM4,RM4,Total,1781,1331,718,613,15,2662,202,161,41,404,209,185,8,10,6,418
RM5,RM5,Total,7309,5410,2569,2841,38,10820,1206,1009,197,2412,584,541,7,29,7,1168
RM6,RM6,Total,12146,7523,3091,4432,175,15046,2035,1327,708,4070,2292,2178,3,93,18,4584
RM7,RM7,Total,11695,7945,3303,4642,96,15890,1930,1301,629,3860,1629,1534,3,74,18,3258
RM8,RM8,Total,14871,7164,2491,4673,196,14328,4843,4113,730,9686,2499,2337,9,116,37,4998
RM9,RM9,Total,13668,6051,2041,4010,176,12102,5323,4602,721,10646,2008,1874,6,102,26,4016
S1,S1,Total,3464,393,154,239,36,786,631,104,527,1262,2349,2238,18,35,58,4698
S10,S10,Total,17472,10627,5752,4875,62,21254,1450,784,666,2900,5164,4614,41,254,255,10328
S11,S11,Total,13801,8927,4536,4391,38,17854,1340,821,519,2680,3367,3199,20,126,22,6734
S12,S12,Total,15046,10720,5017,5703,56,21440,3077,2779,298,6154,1067,930,8,123,6,2134
S13,S13,Total,13590,8174,3662,4512,72,16348,4233,2869,1364,8466,1026,894,5,94,33,2052
S14,S14,Total,4501,1643,708,935,9,3286,2514,2272,242,5028,301,270,3,19,9,602
S17,S17,Total,6934,5761,3280,2481,10,11522,636,497,139,1272,471,423,9,37,2,942
S18,S18,Total,10777,8690,4956,3734,59,17380,1337,1004,333,2674,594,517,7,53,17,1188
S2,S2,Total,18237,5992,2351,3641,86,11984,8469,4267,4202,16938,3349,3017,19,165,148,6698
S20,S20,Total,13528,9965,4019,5946,52,19930,2296,1824,472,4592,1127,994,8,110,15,2254
S21,S21,Total,8821,5890,2646,3244,36,11780,2111,1946,165,4222,701,619,9,59,14,1402
S25,S25,Total,8848,6642,3109,3533,13,13284,1050,894,156,2100,1040,944,8,76,12,2080
S26,S26,Total,10888,8171,3802,4369,20,16342,1568,1391,177,3136,977,868,4,88,17,1954
S3,S3,Total,7282,1195,561,634,104,2390,2803,1875,928,5606,3054,2921,11,52,70,6108
S32,S32,Total,2486,1905,1193,712,13,3810,276,98,178,552,250,209,3,27,11,500
S33,S33,Total,2240,1594,987,607,13,3188,307,159,148,614,287,244,12,21,10,574
S35,S35,Total,17788,13890,6740,7150,43,27780,2364,2158,206,4728,1334,1189,15,107,23,2668
S36,S36,Total,11840,9034,4353,4681,45,18068,1586,1353,233,3172,1043,933,9,80,21,2086
S4,S4,Total,5011,2178,1167,1011,32,4356,1649,1143,506,3298,1067,993,0,49,25,2134
S40,S40,Total,16526,10565,5697,4868,73,21130,3560,3146,414,7120,2151,1969,9,148,25,4302
S41,S41,Total,16485,10248,5172,5076,64,20496,3770,3283,487,7540,2234,2026,25,149,34,4468
S42,S42,Total,12423,8991,5117,3874,39,17982,2375,2175,200,4750,921,816,4,88,13,1842
S43,S43,Total,17465,11521,5535,5986,27,23042,3842,3273,569,7684,1926,1741,4,165,16,3852
S44,S44,Total,9487,6275,3272,3003,22,12550,1995,1652,343,3990,1055,949,8,86,12,2110
S45,S45,Total,6075,3708,1852,1856,29,7416,1647,1555,92,3294,621,543,9,58,11,1242
S5,S5,Total,24687,10833,4460,6373,67,21666,11734,8875,2859,23468,1869,1661,14,139,55,3738
S6,S6,Total,26192,16549,7406,9143,73,33098,5436,3855,1581,10872,3917,3541,12,310,54,7834
S60,S60,Total,15199,10463,5204,5259,48,20926,2506,1971,535,5012,1924,1777,20,108,19,3848
S61,S61,Total,15480,9199,4202,4997,43,18398,4511,3861,650,9022,1458,1322,5,114,17,2916
S62,S62,Total,8623,5002,2220,2782,39,10004,2335,2040,295,4670,1088,992,5,76,15,2176
S63,S63,Total,16313,9926,4504,5422,67,19852,3804,2986,818,7608,2262,2093,9,144,16,4524
S64,S64,Total,13284,8211,4044,4167,47,16422,3265,2900,365,6530,1569,1440,12,100,17,3138
S65,S65,Total,14724,7349,3371,3978,44,14698,5130,4159,971,10260,1856,1701,12,112,31,3712
S66,S66,Total,19369,13699,6294,7405,55,27398,2775,2099,676,5550,2557,2329,13,193,22,5114
S7,S7,Total,6739,4675,2180,2495,43,9350,309,127,182,618,1650,1549,5,75,21,3300
S70,S70,Total,17765,9820,4657,5163,103,19640,4449,3581,868,8898,3043,2837,16,158,32,6086
S71,S71,Total,19442,12037,5645,6392,95,24074,5059,4462,597,10118,1931,1744,20,149,18,3862
S72,S72,Total,10651,6895,2999,3896,36,13790,2160,1799,361,4320,1400,1281,2,104,13,2800
S73,S73,Total,11663,7289,3363,3926,36,14578,2577,2297,280,5154,1566,1440,5,101,20,3132
S74,S74,Total,7720,4723,2208,2515,31,9446,1948,1836,112,3896,906,836,3,56,11,1812
S75,S75,Total,18914,14284,7093,7191,73,28568,2306,2038,268,4612,1993,1799,11,165,18,3986
S8,S8,Total,20879,13408,6092,7316,50,26816,4484,3962,522,8968,2775,2514,16,215,30,5550
S80,S80,Total,13095,7643,3699,3944,62,15286,2796,2185,611,5592,2307,2110,37,121,39,4614
S81,S81,Total,15694,11765,5583,6182,46,23530,2186,1934,252,4372,1480,1322,17,129,12,2960
S9,S9,Total,10718,6155,2850,3305,44,12310,2832,1892,940,5664,1549,1372,13,137,27,3098
SE1,SE1,Total,29767,7074,2408,4666,714,14148,11865,7564,4301,23730,9625,8827,187,429,182,19250
SE10,SE10,Total,10819,3849,1332,2517,185,7698,3559,2095,1464,7118,3103,2971,11,88,33,6206
SE11,SE11,Total,9807,2472,922,1550,270,4944,4829,3257,1572,9658,2103,1946,28,84,45,4206
SE12,SE12,Total,11445,6104,2526,3578,111,12208,3049,1340,1709,6098,2072,1946,5,107,14,4144
SE13,SE13,Total,18485,7404,2497,4907,306,14808,5056,2623,2433,10112,5564,5286,30,204,44,11128
SE14,SE14,Total,9941,2898,901,1997,163,5796,3517,2189,1328,7034,3260,3118,9,100,33,6520
SE15,SE15,Total,25676,7091,2108,4983,598,14182,12852,9278,3574,25704,4822,4540,9,191,82,9644
SE16,SE16,Total,19922,5256,1609,3647,727,10512,8822,5848,2974,17644,4885,4633,18,181,53,9770
SE17,SE17,Total,13800,2318,736,1582,164,4636,8347,6859,1488,16694,2812,2658,10,100,44,5624
SE18,SE18,Total,29815,10148,3486,6662,643,20296,11809,8392,3417,23618,6868,6290,152,253,173,13736
SE19,SE19,Total,12727,6099,2166,3933,165,12198,3103,1650,1453,6206,3236,3040,25,128,43,6472
SE2,SE2,Total,10261,4951,2019,2932,73,9902,3676,2223,1453,7352,1462,1375,4,73,10,2924
SE20,SE20,Total,10449,4312,1370,2942,161,8624,3440,380,3060,6880,2462,2341,14,85,22,4924
SE21,SE21,Total,6027,3248,1454,1794,37,6496,1443,883,560,2886,1221,1141,22,50,8,2442
SE22,SE22,Total,12683,6061,1989,4072,131,12122,3152,1759,1393,6304,3218,3083,16,97,22,6436
SE23,SE23,Total,14535,7206,2556,4650,166,14412,3437,1805,1632,6874,3595,3400,19,138,38,7190
SE24,SE24,Total,7860,3495,1314,2181,44,6990,2261,962,1299,4522,1991,1881,4,80,26,3982
SE25,SE25,Total,15012,7581,2358,5223,145,15162,2928,1078,1850,5856,4177,4004,11,119,43,8354
SE26,SE26,Total,12514,5440,1943,3497,95,10880,4236,2161,2075,8472,2612,2470,5,94,43,5224
SE27,SE27,Total,9063,3759,1219,2540,98,7518,2789,1880,909,5578,2335,2214,8,82,31,4670
SE28,SE28,Total,10535,3828,740,3088,357,7656,3333,317,3016,6666,2934,2796,5,104,29,5868
SE3,SE3,Total,14069,7527,3349,4178,133,15054,3295,2588,707,6590,2976,2850,19,80,27,5952
SE4,SE4,Total,11944,5054,1638,3416,186,10108,3210,1871,1339,6420,3350,3133,13,176,28,6700
SE5,SE5,Total,18784,5092,1649,3443,213,10184,9155,6649,2506,18310,4106,3839,25,202,40,8212
SE6,SE6,Total,21282,10483,3638,6845,142,20966,6028,2095,3933,12056,4420,4156,8,186,70,8840
SE7,SE7,Total,8306,3254,1144,2110,30,6508,3581,2176,1405,7162,1357,1260,3,75,19,2714
SE8,SE8,Total,11765,2495,716,1779,251,4990,5614,3861,1753,11228,3266,3120,8,111,27,6532
SE9,SE9,Total,25323,14975,6481,8494,177,29950,7385,4582,2803,14770,2519,2302,15,147,55,5038
SG1,SG1,Total,21397,11982,4265,7717,384,23964,6038,4451,1587,12076,2829,2605,10,199,15,5658
SG10,SG10,Total,777,532,286,246,5,1064,134,27,107,268,86,71,11,2,2,172
SG11,SG11,Total,3141,2372,1057,1315,11,4744,397,52,345,794,298,272,15,7,4,596
SG12,SG12,Total,12646,8814,3865,4949,101,17628,1809,304,1505,3618,1763,1644,15,78,26,3526
SG13,SG13,Total,6658,4844,1995,2849,72,9688,785,119,666,1570,829,749,26,40,14,1658
SG14,SG14,Total,8350,5623,2576,3047,43,11246,1443,193,1250,2886,1130,1056,19,40,15,2260
SG15,SG15,Total,2344,1603,508,1095,15,3206,428,37,391,856,284,259,2,20,3,568
SG16,SG16,Total,2446,1690,695,995,54,3380,268,12,256,536,417,164,154,17,82,834
SG17,SG17,Total,4816,3364,1495,1869,45,6728,729,32,697,1458,628,387,116,33,92,1256
SG18,SG18,Total,10005,7034,3131,3903,88,14068,1466,130,1336,2932,1291,1197,15,61,18,2582
SG19,SG19,Total,9994,7126,3087,4039,91,14252,1477,317,1160,2954,1151,1059,19,59,14,2302
SG2,SG2,Total,17127,11035,4231,6804,136,22070,4246,3576,670,8492,1589,1439,12,125,13,3178
SG3,SG3,Total,3002,2066,975,1091,13,4132,506,216,290,1012,368,341,5,19,3,736
SG4,SG4,Total,12349,8522,4086,4436,131,17044,1784,757,1027,3568,1769,1648,27,71,23,3538
SG5,SG5,Total,13457,8948,3954,4994,124,17896,2326,811,1515,4652,1892,1763,14,93,22,3784
SG6,SG6,Total,13990,8098,3965,4133,94,16196,4345,1342,3003,8690,1330,1203,16,80,31,2660
SG7,SG7,Total,5604,3826,1792,2034,66,7652,876,359,517,1752,767,699,15,39,14,1534
SG8,SG8,Total,15581,11316,5404,5912,135,22632,2167,1308,859,4334,1743,1479,102,83,79,3486
SG9,SG9,Total,3694,2842,1407,1435,8,5684,429,94,335,858,346,307,5,27,7,692
SK1,SK1,Total,5655,2931,1106,1825,101,5862,1560,921,639,3120,999,916,5,65,13,1998
SK10,SK10,Total,17296,13182,6546,6636,91,26364,1787,424,1363,3574,2047,1880,20,120,27,4094
SK11,SK11,Total,16470,11114,5293,5821,105,22228,2581,616,1965,5162,2464,2250,17,154,43,4928
SK12,SK12,Total,8107,6976,3864,3112,35,13952,459,80,379,918,564,499,8,49,8,1128
SK13,SK13,Total,14003,9993,4330,5663,56,19986,2054,1722,332,4108,1723,1557,6,142,18,3446
SK14,SK14,Total,19811,12416,5267,7149,97,24832,4668,1203,3465,9336,2435,2203,8,188,36,4870
SK15,SK15,Total,11709,7412,3057,4355,44,14824,2640,769,1871,5280,1485,1345,9,110,21,2970
SK16,SK16,Total,8566,5388,2300,3088,13,10776,2167,601,1566,4334,901,801,8,71,21,1802
SK17,SK17,Total,13813,9517,5199,4318,95,19034,1740,1083,657,3480,2265,2008,27,192,38,4530
SK2,SK2,Total,12333,8907,3897,5010,116,17814,1779,863,916,3558,1432,1309,3,106,14,2864
SK22,SK22,Total,5348,3991,1947,2044,26,7982,626,469,157,1252,646,584,0,51,11,1292
SK23,SK23,Total,7335,5732,2994,2738,69,11464,591,520,71,1182,846,761,4,69,12,1692
SK3,SK3,Total,12422,7678,2894,4784,192,15356,2544,1664,880,5088,1902,1753,11,118,20,3804
SK4,SK4,Total,15206,10881,5148,5733,55,21762,1685,869,816,3370,2442,2298,12,113,19,4884
SK5,SK5,Total,13144,7378,3001,4377,139,14756,3726,3052,674,7452,1708,1572,4,122,10,3416
SK6,SK6,Total,22112,17173,9157,8016,172,34346,2685,1527,1158,5370,1869,1644,16,170,39,3738
SK7,SK7,Total,16809,14492,7628,6864,98,28984,704,387,317,1408,1377,1253,9,102,13,2754
SK8,SK8,Total,23967,19610,9829,9781,112,39220,1897,1289,608,3794,2103,1867,20,204,12,4206
SK9,SK9,Total,16554,12285,6231,6054,114,24570,1880,186,1694,3760,2083,1933,24,106,20,4166
SL0,SL0,Total,4299,3182,1462,1720,128,6364,569,57,512,1138,377,337,4,26,10,754
SL1,SL1,Total,26080,14214,5189,9025,377,28428,4221,2154,2067,8442,6969,6623,45,224,77,13938
SL2,SL2,Total,19089,10583,4333,6250,235,21166,4699,2855,1844,9398,3362,3115,57,145,45,6724
SL3,SL3,Total,17306,10415,4150,6265,248,20830,3178,1801,1377,6356,3310,3127,37,131,15,6620
SL4,SL4,Total,18139,11233,5450,5783,104,22466,2639,297,2342,5278,3690,2868,422,113,287,7380
SL5,SL5,Total,9247,6590,3169,3421,32,13180,959,147,812,1918,1395,1278,45,43,29,2790
SL6,SL6,Total,31275,22266,10725,11541,236,44532,3966,269,3697,7932,4368,3961,122,214,71,8736
SL7,SL7,Total,8657,6415,3305,3110,23,12830,842,675,167,1684,1256,1013,134,44,65,2512
SL8,SL8,Total,2825,2164,1171,993,4,4328,243,182,61,486,370,339,7,22,2,740
SL9,SL9,Total,7784,6329,3405,2924,31,12658,566,65,501,1132,757,671,43,21,22,1514
SM1,SM1,Total,16275,10673,4224,6449,178,21346,2145,1339,806,4290,3168,2984,17,145,22,6336
SM2,SM2,Total,12043,7967,3979,3988,38,15934,1042,446,596,2084,2906,2770,10,109,17,5812
SM3,SM3,Total,7943,6661,3010,3651,22,13322,267,125,142,534,929,867,8,51,3,1858
SM4,SM4,Total,14024,9358,4103,5255,85,18716,2497,1074,1423,4994,1969,1824,11,104,30,3938
SM5,SM5,Total,15277,9994,3853,6141,101,19988,3362,2672,690,6724,1715,1589,17,84,25,3430
SM6,SM6,Total,15169,9593,3972,5621,202,19186,3062,889,2173,6124,2202,2069,16,100,17,4404
SM7,SM7,Total,7113,6016,2993,3023,44,12032,503,76,427,1006,491,443,13,32,3,982
SN1,SN1,Total,12975,6912,2579,4333,320,13824,1254,634,620,2508,4392,4143,19,195,35,8784
SN10,SN10,Total,13297,8619,4372,4247,174,17238,2723,279,2444,5446,1597,1350,75,111,61,3194
SN11,SN11,Total,9095,6408,2697,3711,84,12816,1287,151,1136,2574,1163,1041,29,68,25,2326
SN12,SN12,Total,10494,7646,3638,4008,47,15292,1464,174,1290,2928,1225,1093,23,99,10,2450
SN13,SN13,Total,7002,4763,2356,2407,68,9526,1073,128,945,2146,1010,780,106,57,67,2020
SN14,SN14,Total,11079,7791,3569,4222,52,15582,1499,142,1357,2998,1571,1136,211,81,143,3142
SN15,SN15,Total,14184,9831,4630,5201,110,19662,1761,161,1600,3522,2312,1624,357,109,222,4624
SN16,SN16,Total,5722,4168,2195,1973,40,8336,599,58,541,1198,812,732,25,31,24,1624
SN2,SN2,Total,17654,10503,4116,6387,54,21006,4290,3695,595,8580,2629,2399,32,178,20,5258
SN25,SN25,Total,14358,10240,2791,7449,274,20480,1259,581,678,2518,2512,2340,9,152,11,5024
SN26,SN26,Total,706,573,317,256,2,1146,73,63,10,146,51,43,1,5,2,102
SN3,SN3,Total,21706,14741,6881,7860,272,29482,4596,3387,1209,9192,1878,1675,16,161,26,3756
SN4,SN4,Total,11498,8594,4381,4213,93,17188,1420,583,837,2840,1247,1048,65,77,57,2494
SN5,SN5,Total,13688,9706,3424,6282,130,19412,1827,973,854,3654,1922,1770,8,128,16,3844
SN6,SN6,Total,8843,6194,3171,3023,42,12388,1165,532,633,2330,1280,843,244,58,135,2560
SN7,SN7,Total,5580,3662,1747,1915,78,7324,887,153,734,1774,818,694,57,29,38,1636
SN8,SN8,Total,9893,6374,3554,2820,85,12748,1667,187,1480,3334,1392,1143,120,71,58,2784
SN9,SN9,Total,3552,2305,1252,1053,28,4610,602,82,520,1204,534,358,96,24,56,1068
SO14,SO14,Total,10769,2693,1044,1649,208,5386,2915,1772,1143,5830,4815,4625,16,135,39,9630
SO15,SO15,Total,18364,8919,3805,5114,150,17838,2329,1213,1116,4658,6787,6512,17,214,44,13574
SO16,SO16,Total,26586,14528,6571,7957,189,29056,7445,6276,1169,14890,4112,3713,23,231,145,8224
SO17,SO17,Total,7525,2916,1525,1391,42,5832,1120,533,587,2240,3380,3227,11,112,30,6760
SO18,SO18,Total,15553,9635,4247,5388,191,19270,2970,1656,1314,5940,2625,2429,9,160,27,5250
SO19,SO19,Total,24150,13953,5839,8114,256,27906,6364,5245,1119,12728,3322,3053,14,231,24,6644
SO20,SO20,Total,3295,2062,1210,852,33,4124,427,130,297,854,611,347,172,14,78,1222
SO21,SO21,Total,7713,5548,2850,2698,91,11096,786,545,241,1572,1083,761,183,48,91,2166
SO22,SO22,Total,10651,6996,3762,3234,85,13992,1969,1270,699,3938,1474,1296,61,73,44,2948
SO23,SO23,Total,9644,5040,2632,2408,91,10080,2590,1828,762,5180,1713,1515,84,83,31,3426
SO24,SO24,Total,4655,3317,1931,1386,48,6634,508,341,167,1016,605,533,22,37,13,1210
SO30,SO30,Total,13248,10458,4599,5859,169,20916,1109,100,1009,2218,1429,1290,14,118,7,2858
SO31,SO31,Total,18587,13980,6361,7619,117,27960,2023,422,1601,4046,2299,2049,44,172,34,4598
SO32,SO32,Total,8021,6345,3310,3035,29,12690,780,533,247,1560,708,611,18,61,18,1416
SO40,SO40,Total,17263,13205,6084,7121,96,26410,1749,1009,740,3498,2049,1748,97,155,49,4098
SO41,SO41,Total,14531,10974,7288,3686,101,21948,1441,1105,336,2882,1793,1634,32,106,21,3586
SO42,SO42,Total,2205,1600,1086,514,11,3200,189,116,73,378,334,272,39,16,7,668
SO43,SO43,Total,1938,1386,883,503,7,2772,219,147,72,438,281,234,16,18,13,562
SO45,SO45,Total,15054,11075,6100,4975,111,22150,2220,1127,1093,4440,1508,1270,65,122,51,3016
SO50,SO50,Total,18969,13160,5555,7605,246,26320,2888,247,2641,5776,2505,2285,12,186,22,5010
SO51,SO51,Total,11273,8471,4849,3622,61,16942,1235,375,860,2470,1298,1126,61,91,20,2596
